district,Need_Index_recomputed,need_factor,contrib_score,contrib_share_pct,rank_in_district
성동구,35.60941147003254,high_risk_drinking_rate,2.613636363636363,7.339734794089183,5.0
광진구,50.214372447111245,high_risk_drinking_rate,6.250000000000001,12.446635684998098,4.0
동대문구,29.09292412027472,high_risk_drinking_rate,4.886363636363636,16.795711617583166,2.0
중랑구,55.883799193392285,high_risk_drinking_rate,4.090909090909092,7.32038470890648,7.0
성북구,47.25257709592036,high_risk_drinking_rate,6.590909090909091,13.948253187397329,2.0
강북구,69.98988948240813,high_risk_drinking_rate,10.0,14.287777954719427,1.0
도봉구,61.53574372157645,high_risk_drinking_rate,3.5227272727272734,5.724684646156458,9.0
노원구,62.433980158149296,high_risk_drinking_rate,3.636363636363636,5.824334164108218,8.0
은평구,49.24304524833475,high_risk_drinking_rate,4.431818181818181,8.999886500658793,7.0
서대문구,53.0568594472265,high_risk_drinking_rate,3.068181818181818,5.782818376639148,8.0
마포구,33.37438079747813,high_risk_drinking_rate,0.7954545454545456,2.3834286253324364,8.0
양천구,37.656030369467494,high_risk_drinking_rate,3.068181818181818,8.147916251601446,8.0
강서구,53.87485557342007,high_risk_drinking_rate,4.999999999999999,9.280767339015977,6.0
구로구,48.08680854417838,high_risk_drinking_rate,5.340909090909091,11.106807152739787,3.0
금천구,52.6753857253952,high_risk_drinking_rate,3.40909090909091,6.471885990285898,8.0
영등포구,30.680959207086694,high_risk_drinking_rate,3.75,12.22256440774454,4.0
동작구,48.85204000883801,high_risk_drinking_rate,6.022727272727272,12.328507205917454,3.0
관악구,61.54133021717184,high_risk_drinking_rate,3.1818181818181817,5.170213530630447,8.0
서초구,16.123895065685307,high_risk_drinking_rate,0.0,0.0,9.0
강남구,33.824319783160405,high_risk_drinking_rate,1.7045454545454555,5.039407933323973,7.0
송파구,46.36610979595306,high_risk_drinking_rate,3.75,8.087803821590633,6.0
강동구,44.57214139916917,high_risk_drinking_rate,3.2954545454545445,7.393529774443308,6.0
종로구,46.99458823599309,unmet_medical_need_rate,6.144578313253011,13.07507639474727,4.0
중구,25.751992993461695,unmet_medical_need_rate,1.6867469879518073,6.549966786570905,6.0
용산구,28.635825891243528,unmet_medical_need_rate,0.4819277108433734,1.682953768030629,10.0
성동구,35.60941147003254,unmet_medical_need_rate,2.4096385542168672,6.766858689155037,6.0
광진구,50.214372447111245,unmet_medical_need_rate,5.542168674698794,11.037016703805538,5.0
동대문구,29.09292412027472,unmet_medical_need_rate,0.0,0.0,9.0
중랑구,55.883799193392285,unmet_medical_need_rate,3.253012048192771,5.821028804672622,9.0
성북구,47.25257709592036,unmet_medical_need_rate,3.734939759036144,7.9042033018736815,6.0
강북구,69.98988948240813,unmet_medical_need_rate,3.734939759036144,5.336398995136171,9.0
도봉구,61.53574372157645,unmet_medical_need_rate,5.662650602409637,9.202213640304352,6.0
노원구,62.433980158149296,unmet_medical_need_rate,3.1325301204819276,5.017348105225755,9.0
은평구,49.24304524833475,unmet_medical_need_rate,7.108433734939759,14.435406460123714,2.0
서대문구,53.0568594472265,unmet_medical_need_rate,10.0,18.847704338675744,1.0
마포구,33.37438079747813,unmet_medical_need_rate,6.506024096385542,19.494066828880783,1.0
양천구,37.656030369467494,unmet_medical_need_rate,4.337349397590361,11.518339440014897,4.0
강서구,53.87485557342007,unmet_medical_need_rate,3.975903614457831,7.379887281627164,8.0
구로구,48.08680854417838,unmet_medical_need_rate,1.8072289156626504,3.7582633790352515,10.0
금천구,52.6753857253952,unmet_medical_need_rate,6.385542168674699,12.122440264535511,3.0
영등포구,30.680959207086694,unmet_medical_need_rate,3.253012048192771,10.602706474188036,5.0
동작구,48.85204000883801,unmet_medical_need_rate,5.421686746987951,11.098178798689046,4.0
관악구,61.54133021717184,unmet_medical_need_rate,5.903614457831326,9.592926309844444,7.0
서초구,16.123895065685307,unmet_medical_need_rate,1.6867469879518073,10.461163267810663,4.0
강남구,33.824319783160405,unmet_medical_need_rate,2.2891566265060237,6.767783184351548,6.0
송파구,46.36610979595306,unmet_medical_need_rate,4.216867469879517,9.094719156808742,5.0
강동구,44.57214139916917,unmet_medical_need_rate,2.771084337349397,6.217076968622043,9.0
종로구,46.99458823599309,unemployment_rate,6.333333333333334,13.476729068311407,3.0
중구,25.751992993461695,unemployment_rate,0.0,0.0,9.0
용산구,28.635825891243528,unemployment_rate,7.333333333333334,25.608946503532746,1.0
성동구,35.60941147003254,unemployment_rate,5.999999999999999,16.84947813599604,2.0
광진구,50.214372447111245,unemployment_rate,5.0,9.957308547998476,6.0
동대문구,29.09292412027472,unemployment_rate,1.6666666666666667,5.728769854059375,8.0
중랑구,55.883799193392285,unemployment_rate,3.666666666666667,6.561233702056918,8.0
성북구,47.25257709592036,unemployment_rate,2.333333333333334,4.938002277837216,10.0
강북구,69.98988948240813,unemployment_rate,5.333333333333332,7.620148242517026,8.0
도봉구,61.53574372157645,unemployment_rate,5.999999999999999,9.750430623130995,5.0
노원구,62.433980158149296,unemployment_rate,7.333333333333334,11.74574056428491,4.0
은평구,49.24304524833475,unemployment_rate,5.999999999999999,12.184461723968829,3.0
서대문구,53.0568594472265,unemployment_rate,6.666666666666667,12.56513622578383,4.0
마포구,33.37438079747813,unemployment_rate,5.333333333333332,15.980321449847947,4.0
양천구,37.656030369467494,unemployment_rate,5.999999999999999,15.933702892020603,1.0
강서구,53.87485557342007,unemployment_rate,4.000000000000001,7.424613871212785,7.0
구로구,48.08680854417838,unemployment_rate,9.666666666666668,20.102533229639672,1.0
금천구,52.6753857253952,unemployment_rate,10.0,18.98419890483863,1.0
영등포구,30.680959207086694,unemployment_rate,4.666666666666666,15.210302374082094,2.0
동작구,48.85204000883801,unemployment_rate,9.0,18.422976805823822,1.0
관악구,61.54133021717184,unemployment_rate,9.666666666666668,15.707601107343928,2.0
서초구,16.123895065685307,unemployment_rate,2.0000000000000004,12.403950731832646,3.0
강남구,33.824319783160405,unemployment_rate,0.9999999999999994,2.9564526542167275,8.0
송파구,46.36610979595306,unemployment_rate,2.9999999999999996,6.470243057272505,8.0
강동구,44.57214139916917,unemployment_rate,9.666666666666668,21.687687338367045,1.0
종로구,46.99458823599309,elderly_population_rate,4.307389230313924,9.165713312953129,6.0
중구,25.751992993461695,elderly_population_rate,5.112220814214849,19.851748233671923,2.0
용산구,28.635825891243528,elderly_population_rate,2.264145401953016,7.906687973841057,6.0
성동구,35.60941147003254,elderly_population_rate,2.3048296032001834,6.472529334386321,7.0
광진구,50.214372447111245,elderly_population_rate,1.252582219855736,2.4944695289680854,9.0
동대문구,29.09292412027472,elderly_population_rate,3.413789085484408,11.734087200623998,6.0
중랑구,55.883799193392285,elderly_population_rate,6.701978837783455,11.992704387528288,3.0
성북구,47.25257709592036,elderly_population_rate,3.5243707395862374,7.458578888579858,8.0
강북구,69.98988948240813,elderly_population_rate,10.0,14.287777954719427,1.0
도봉구,61.53574372157645,elderly_population_rate,9.758457667979169,15.858194080065264,3.0
노원구,62.433980158149296,elderly_population_rate,4.982426992547653,7.980312932039324,7.0
은평구,49.24304524833475,elderly_population_rate,5.903262371484001,11.988012401982047,4.0
서대문구,53.0568594472265,elderly_population_rate,3.182117264678155,5.997560537564945,6.0
마포구,33.37438079747813,elderly_population_rate,0.0,0.0,9.0
양천구,37.656030369467494,elderly_population_rate,3.09869602252028,8.22895029592069,7.0
강서구,53.87485557342007,elderly_population_rate,3.7522545686054714,6.96476032959743,9.0
구로구,48.08680854417838,elderly_population_rate,5.15110333091387,10.712092332310723,5.0
금천구,52.6753857253952,elderly_population_rate,4.872065251937559,9.249225582013535,4.0
영등포구,30.680959207086694,elderly_population_rate,1.9239451270743377,6.270811528701959,7.0
동작구,48.85204000883801,elderly_population_rate,3.241082951960081,6.634488449967953,8.0
관악구,61.54133021717184,elderly_population_rate,2.0388395342170025,3.312959806072093,9.0
서초구,16.123895065685307,elderly_population_rate,0.5302429336577028,3.2885536124962753,8.0
강남구,33.824319783160405,elderly_population_rate,0.14216869272278734,0.42031500894680723,10.0
송파구,46.36610979595306,elderly_population_rate,1.6217875368666061,3.4977865169274125,10.0
강동구,44.57214139916917,elderly_population_rate,2.8214100660077017,6.329985451541024,8.0
종로구,46.99458823599309,old_dependency_ratio,3.885350318471338,8.267654775397208,7.0
중구,25.751992993461695,old_dependency_ratio,4.649681528662422,18.055618180087862,3.0
용산구,28.635825891243528,old_dependency_ratio,2.1656050955414026,7.562572505386049,7.0
성동구,35.60941147003254,old_dependency_ratio,2.2929936305732492,6.439291007387025,8.0
광진구,50.214372447111245,old_dependency_ratio,0.9554140127388535,1.9026704231844225,10.0
동대문구,29.09292412027472,old_dependency_ratio,3.2484076433121025,11.165627868421458,7.0
중랑구,55.883799193392285,old_dependency_ratio,6.560509554140128,11.73955537889744,5.0
성북구,47.25257709592036,old_dependency_ratio,3.5668789808917203,7.548538513891286,7.0
강북구,69.98988948240813,old_dependency_ratio,10.0,14.287777954719427,1.0
도봉구,61.53574372157645,old_dependency_ratio,10.0,16.250717705218328,1.0
노원구,62.433980158149296,old_dependency_ratio,5.15923566878981,8.263505955765007,6.0
은평구,49.24304524833475,old_dependency_ratio,5.859872611464968,11.899898923621361,5.0
서대문구,53.0568594472265,old_dependency_ratio,3.1210191082802563,5.882404538822368,7.0
마포구,33.37438079747813,old_dependency_ratio,0.0,0.0,9.0
양천구,37.656030369467494,old_dependency_ratio,3.630573248407643,9.64141257797425,6.0
강서구,53.87485557342007,old_dependency_ratio,3.694267515923568,6.857127460674229,10.0
구로구,48.08680854417838,old_dependency_ratio,5.222929936305732,10.861460958689563,4.0
금천구,52.6753857253952,old_dependency_ratio,4.331210191082803,8.222455576618007,5.0
영등포구,30.680959207086694,old_dependency_ratio,1.8471337579617848,6.020456353708568,8.0
동작구,48.85204000883801,old_dependency_ratio,2.9936305732484074,6.127954068462275,9.0
관악구,61.54133021717184,old_dependency_ratio,1.2738853503184715,2.0699672006163756,10.0
서초구,16.123895065685307,old_dependency_ratio,1.2101910828025493,7.50557528359301,6.0
강남구,33.824319783160405,old_dependency_ratio,0.7643312101910824,2.2597090350701103,9.0
송파구,46.36610979595306,old_dependency_ratio,2.038216560509554,4.395918849951596,9.0
강동구,44.57214139916917,old_dependency_ratio,3.3757961783439496,7.573780555239097,5.0
종로구,46.99458823599309,single_households,0.06506896026059678,0.13846053918770276,9.0
중구,25.751992993461695,single_households,0.0,0.0,9.0
용산구,28.635825891243528,single_households,0.9208341022328843,3.2156715358241637,9.0
성동구,35.60941147003254,single_households,1.5624573762205445,4.387765233175634,10.0
광진구,50.214372447111245,single_households,3.5274436964946205,7.024769054337846,7.0
동대문구,29.09292412027472,single_households,3.481069024446994,11.96534597229109,4.0
중랑구,55.883799193392285,single_households,3.2238420372762504,5.768831188659482,10.0
성북구,47.25257709592036,single_households,3.310573906624838,7.006123496512241,9.0
강북구,69.98988948240813,single_households,1.9847236374431347,2.835729063327057,10.0
도봉구,61.53574372157645,single_households,1.153670258430482,1.8747969694660038,10.0
노원구,62.433980158149296,single_households,3.0660237329204008,4.910825363294099,10.0
은평구,49.24304524833475,single_households,3.337692659483139,6.777998075974006,9.0
서대문구,53.0568594472265,single_households,2.23063777209015,4.204240121503751,10.0
마포구,33.37438079747813,single_households,3.559055497163764,10.664034544223503,5.0
양천구,37.656030369467494,single_households,1.5178478300986062,4.030822726681561,10.0
강서구,53.87485557342007,single_households,6.240522477274004,11.583367437095934,3.0
구로구,48.08680854417838,single_households,2.7009635982894324,5.616849360689012,9.0
금천구,52.6753857253952,single_households,1.99699928592633,3.791143165684616,10.0
영등포구,30.680959207086694,single_households,4.070219918643741,13.2662733624821,3.0
동작구,48.85204000883801,single_households,3.7051597840127735,7.584452529193169,7.0
관악구,61.54133021717184,single_households,10.0,16.249242524838547,1.0
서초구,16.123895065685307,single_households,1.6427706058393574,10.188422829267125,5.0
강남구,33.824319783160405,single_households,4.036201128075932,11.932837538052645,4.0
송파구,46.36610979595306,single_households,4.874315010791338,10.512667619177272,4.0
강동구,44.57214139916917,single_households,2.9391753652607173,6.594198243559157,7.0
종로구,46.99458823599309,basic_livelihood_recipients,0.0,0.0,10.0
중구,25.751992993461695,basic_livelihood_recipients,0.10952668824010525,0.42531344377079294,8.0
용산구,28.635825891243528,basic_livelihood_recipients,1.0241456562711142,3.5764488168098723,8.0
성동구,35.60941147003254,basic_livelihood_recipients,1.6464563849080758,4.623655143229952,9.0
광진구,50.214372447111245,basic_livelihood_recipients,3.0923509121297252,6.15829843415204,8.0
동대문구,29.09292412027472,basic_livelihood_recipients,3.851214394936169,13.237632556337903,3.0
중랑구,55.883799193392285,basic_livelihood_recipients,8.62558230503894,15.434853087187442,2.0
성북구,47.25257709592036,basic_livelihood_recipients,4.41556132427723,9.344593661661802,5.0
강북구,69.98988948240813,basic_livelihood_recipients,6.833683012695138,9.763814549832624,6.0
도봉구,61.53574372157645,basic_livelihood_recipients,4.315636001564667,7.013218237990456,8.0
노원구,62.433980158149296,basic_livelihood_recipients,9.624124319903276,15.414881920910293,1.0
은평구,49.24304524833475,basic_livelihood_recipients,7.749724405248746,15.73770339784341,1.0
서대문구,53.0568594472265,basic_livelihood_recipients,2.2876142384694713,4.311627680761746,9.0
마포구,33.37438079747813,basic_livelihood_recipients,2.1635076988727286,6.482540341351321,7.0
양천구,37.656030369467494,basic_livelihood_recipients,4.845489136232709,12.867764043874258,2.0
강서구,53.87485557342007,basic_livelihood_recipients,10.0,18.561534678031958,1.0
구로구,48.08680854417838,basic_livelihood_recipients,3.783649230112727,7.868372521824998,8.0
금천구,52.6753857253952,basic_livelihood_recipients,3.1019522776572668,5.888807903236278,9.0
영등포구,30.680959207086694,basic_livelihood_recipients,2.3672700117350023,7.715762717054198,6.0
동작구,48.85204000883801,basic_livelihood_recipients,2.6759361331389355,5.477634368298277,10.0
관악구,61.54133021717184,basic_livelihood_recipients,6.909071512392873,11.226717862632484,5.0
서초구,16.123895065685307,basic_livelihood_recipients,0.7382383272287615,4.578535919648051,7.0
강남구,33.824319783160405,basic_livelihood_recipients,3.8593933359411117,11.410113671709457,5.0
송파구,46.36610979595306,basic_livelihood_recipients,4.87820490025248,10.521057129270442,3.0
강동구,44.57214139916917,basic_livelihood_recipients,4.712492443369724,10.57273062374689,4.0
