"자치구별(1)",자치구별(2),2024
"자치구별(1)",자치구별(2),합계
"자치구별(1)",자치구별(2),공원수 (개소)
"합계",소계,2982
"합계",종로구,108
"합계",중구,73
"합계",용산구,108
"합계",성동구,105
"합계",광진구,68
"합계",동대문구,90
"합계",중랑구,109
"합계",성북구,126
"합계",강북구,84
"합계",도봉구,81
"합계",노원구,186
"합계",은평구,136
"합계",서대문구,122
"합계",마포구,145
"합계",양천구,121
"합계",강서구,173
"합계",구로구,114
"합계",금천구,55
"합계",영등포구,108
"합계",동작구,87
"합계",관악구,132
"합계",서초구,178
"합계",강남구,167
"합계",송파구,174
"합계",강동구,131
"합계",서울대공원,1
