"자치구별(1)",자치구별(2),2024
"자치구별(1)",자치구별(2),계
"합계",소계,482
"합계",종로구,43
"합계",중구,37
"합계",용산구,20
"합계",성동구,10
"합계",광진구,14
"합계",동대문구,19
"합계",중랑구,8
"합계",성북구,26
"합계",강북구,11
"합계",도봉구,10
"합계",노원구,21
"합계",은평구,13
"합계",서대문구,18
"합계",마포구,15
"합계",양천구,12
"합계",강서구,19
"합계",구로구,19
"합계",금천구,6
"합계",영등포구,23
"합계",동작구,19
"합계",관악구,9
"합계",서초구,44
"합계",강남구,33
"합계",송파구,20
"합계",강동구,12
"합계",기타,1
