"자치구별(1)",2023
"자치구별(1)",금액 (천원/명)
"합계",1224.9
"종로구",1362.9
"중구",1757.4
"용산구",1216.6
"성동구",1198.5
"광진구",1060.4
"동대문구",1250.9
"중랑구",1487.1
"성북구",1224.4
"강북구",1651.8
"도봉구",1411.6
"노원구",1500.7
"은평구",1394.4
"서대문구",1248.7
"마포구",1094.0
"양천구",1112.9
"강서구",1337.9
"구로구",1274.3
"금천구",1530.6
"영등포구",1166.7
"동작구",1140.7
"관악구",1160.9
"서초구",875.9
"강남구",912.3
"송파구",965.0
"강동구",1178.3
